_id,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
67e699ef1b0fff266ff27e85,3,0,0,2,Meal Plan 1,0,Room_Type 1,157,Online,0,0,0,155.7,2,8/10/2018,Canceled
67e699ef1b0fff266ff261c2,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,86.4,1,11/18/2018,Canceled
67e699ef1b0fff266ff28b81,2,0,1,2,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,75.0,1,11/14/2018,Not_Canceled
67e699ef1b0fff266ff26533,2,2,0,1,Meal Plan 1,0,Room_Type 6,85,Online,0,0,0,186.3,0,6/30/2018,Canceled
67e699ef1b0fff266ff25e19,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,63.2,0,11/30/2018,Not_Canceled
67e699ee1b0fff266ff2303e,3,0,2,3,Meal Plan 1,0,Room_Type 4,23,Online,0,0,0,146.2,3,4/10/2018,Not_Canceled
67e699ee1b0fff266ff2333d,2,0,1,0,Not Selected,0,Room_Type 1,6,Online,0,0,0,89.0,0,6/13/2018,Not_Canceled
67e699ef1b0fff266ff28d2c,1,0,1,5,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,49.67,1,2/22/2018,Not_Canceled
67e699ef1b0fff266ff28d63,2,0,0,1,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,96.3,1,10/20/2017,Not_Canceled
67e699ef1b0fff266ff28444,2,0,0,1,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,126.9,1,5/21/2018,Not_Canceled
67e699ee1b0fff266ff24c0b,2,0,0,2,Meal Plan 1,0,Room_Type 4,32,Online,0,0,0,105.4,2,3/4/2018,Not_Canceled
67e699ee1b0fff266ff23c5e,2,0,2,1,Meal Plan 1,0,Room_Type 1,53,Offline,0,0,0,77.04,0,8/27/2018,Canceled
67e699ef1b0fff266ff29208,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130.0,0,6/15/2018,Canceled
67e699ef1b0fff266ff295b6,2,0,2,5,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,140.4,0,5/10/2018,Not_Canceled
67e699ef1b0fff266ff2573d,2,0,0,1,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,89.25,2,10/15/2017,Not_Canceled
67e699ef1b0fff266ff29d6d,1,0,2,0,Meal Plan 1,0,Room_Type 1,9,Corporate,0,0,0,66.0,0,1/31/2018,Not_Canceled
67e699ef1b0fff266ff27c63,3,0,0,5,Meal Plan 1,0,Room_Type 4,142,Online,0,0,0,136.85,1,7/5/2018,Not_Canceled
67e699ee1b0fff266ff22f5a,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,6/6/2018,Not_Canceled
67e699ee1b0fff266ff219d8,2,0,0,4,Not Selected,0,Room_Type 1,167,Online,0,0,0,62.18,0,6/28/2018,Canceled
67e699ef1b0fff266ff27fb0,2,0,0,1,Not Selected,0,Room_Type 1,54,Online,0,0,0,107.1,1,7/2/2018,Not_Canceled
67e699ef1b0fff266ff2582a,2,0,1,0,Not Selected,0,Room_Type 1,1,Online,0,0,0,140.0,0,10/31/2018,Not_Canceled
67e699ef1b0fff266ff27ff7,2,0,0,4,Not Selected,0,Room_Type 1,7,Online,0,0,0,106.36,1,11/8/2018,Not_Canceled
67e699ef1b0fff266ff27da2,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,79.0,0,11/14/2017,Not_Canceled
67e699ef1b0fff266ff2627e,2,1,0,2,Meal Plan 1,0,Room_Type 1,157,Online,0,0,0,121.5,1,7/14/2018,Canceled
67e699ef1b0fff266ff2789d,2,0,2,6,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,58.68,1,2/13/2018,Not_Canceled
67e699ef1b0fff266ff25ae3,3,0,1,3,Meal Plan 1,0,Room_Type 4,43,Online,0,0,0,144.23,0,8/29/2018,Not_Canceled
67e699ee1b0fff266ff22741,2,0,0,1,Meal Plan 1,0,Room_Type 1,113,Offline,0,0,0,90.0,0,11/11/2018,Not_Canceled
67e699ee1b0fff266ff22f46,1,0,2,1,Meal Plan 1,0,Room_Type 1,228,Online,0,0,0,93.3,0,10/30/2018,Canceled
67e699ef1b0fff266ff2a47e,2,0,0,2,Not Selected,0,Room_Type 1,35,Online,0,0,0,67.5,0,2/12/2018,Canceled
67e699ef1b0fff266ff29e18,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,Corporate,0,0,0,100.0,0,9/9/2017,Canceled
67e699ef1b0fff266ff27a46,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,Complementary,0,0,0,0.0,1,2/15/2018,Not_Canceled
67e699ee1b0fff266ff24578,1,0,2,3,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,90.9,2,10/18/2017,Not_Canceled
67e699ee1b0fff266ff2202d,2,0,0,1,Not Selected,0,Room_Type 1,9,Online,0,0,0,108.0,1,7/20/2018,Not_Canceled
67e699ef1b0fff266ff27b32,2,0,2,2,Meal Plan 1,0,Room_Type 1,143,Online,0,0,0,114.3,1,8/14/2018,Not_Canceled
67e699ee1b0fff266ff21fc7,2,0,2,5,Meal Plan 2,0,Room_Type 1,277,Offline,0,0,0,89.14,1,9/5/2018,Not_Canceled
67e699ef1b0fff266ff27e7b,2,0,1,3,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,124.25,2,8/29/2018,Not_Canceled
67e699ee1b0fff266ff23e53,2,2,2,2,Meal Plan 1,0,Room_Type 6,21,Online,0,0,0,147.9,2,11/19/2018,Not_Canceled
67e699ef1b0fff266ff27ba7,2,0,1,3,Not Selected,0,Room_Type 1,49,Online,0,0,0,74.8,2,12/1/2018,Not_Canceled
67e699ef1b0fff266ff259fe,2,0,2,1,Not Selected,0,Room_Type 1,81,Online,0,0,0,116.1,0,5/7/2018,Not_Canceled
67e699ef1b0fff266ff29319,2,0,1,4,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,114.84,2,4/18/2018,Not_Canceled
67e699ee1b0fff266ff21c45,2,0,2,5,Meal Plan 1,0,Room_Type 1,51,Offline,0,0,0,75.6,1,9/16/2017,Not_Canceled
67e699ef1b0fff266ff266d3,2,0,0,1,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,130.0,2,8/20/2018,Not_Canceled
67e699ee1b0fff266ff239ac,2,0,2,0,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,85.59,1,4/24/2018,Not_Canceled
67e699ef1b0fff266ff25b9c,2,0,2,1,Meal Plan 1,0,Room_Type 4,41,Online,0,0,0,145.2,2,10/15/2018,Not_Canceled
67e699ee1b0fff266ff23793,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,111.0,0,7/20/2018,Not_Canceled
67e699ef1b0fff266ff2a354,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75.0,0,4/6/2018,Canceled
67e699ef1b0fff266ff27527,2,0,0,3,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,151.0,1,6/30/2018,Canceled
67e699ee1b0fff266ff2317d,2,2,2,2,Meal Plan 1,0,Room_Type 6,73,Online,0,0,0,155.76,0,3/27/2018,Canceled
67e699ee1b0fff266ff220a5,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,180.0,0,9/20/2018,Not_Canceled
67e699ee1b0fff266ff2377c,2,0,2,1,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,108.9,0,10/1/2018,Canceled
67e699ee1b0fff266ff24e89,2,0,2,1,Meal Plan 1,0,Room_Type 4,34,Online,0,0,0,122.4,0,6/19/2018,Canceled
67e699ee1b0fff266ff22cca,2,0,0,1,Not Selected,0,Room_Type 1,77,Online,0,0,0,125.1,1,5/7/2018,Not_Canceled
67e699ee1b0fff266ff237d7,2,0,0,3,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,96.3,0,4/13/2018,Not_Canceled
67e699ee1b0fff266ff24373,2,0,0,3,Not Selected,0,Room_Type 1,29,Online,0,0,0,102.0,1,4/14/2018,Not_Canceled
67e699ee1b0fff266ff24913,2,0,2,3,Meal Plan 1,0,Room_Type 4,68,Offline,0,0,0,90.95,0,4/17/2018,Not_Canceled
67e699ee1b0fff266ff23d0c,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,Offline,0,0,0,130.0,0,9/14/2018,Not_Canceled
67e699ef1b0fff266ff27a3c,2,0,0,1,Meal Plan 1,0,Room_Type 4,108,Online,0,0,0,77.03,0,4/28/2018,Not_Canceled
67e699ef1b0fff266ff299b6,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Corporate,1,5,48,65.0,0,10/19/2018,Not_Canceled
67e699ee1b0fff266ff24647,3,0,2,2,Meal Plan 1,0,Room_Type 4,158,Offline,0,0,0,93.0,1,2/27/2018,Not_Canceled
67e699ee1b0fff266ff23f0a,2,0,0,3,Meal Plan 1,1,Room_Type 1,65,Online,0,0,0,99.9,0,6/21/2018,Not_Canceled
67e699ee1b0fff266ff235c1,3,0,0,2,Meal Plan 1,0,Room_Type 4,88,Online,0,0,0,150.3,2,8/19/2018,Not_Canceled
67e699ef1b0fff266ff26b87,2,0,0,4,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,96.91,1,12/7/2018,Not_Canceled
67e699ee1b0fff266ff232b9,2,0,2,4,Meal Plan 1,0,Room_Type 1,132,Online,0,0,0,102.28,0,7/21/2018,Canceled
67e699ef1b0fff266ff2878f,2,0,2,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,102.0,1,12/5/2017,Not_Canceled
67e699ee1b0fff266ff22d05,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,93.0,0,7/20/2018,Not_Canceled
67e699ee1b0fff266ff222af,2,0,1,3,Meal Plan 1,0,Room_Type 1,168,Offline,0,0,0,72.25,0,8/8/2018,Not_Canceled
67e699ee1b0fff266ff2407e,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,9/18/2017,Not_Canceled
67e699ef1b0fff266ff259a2,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,10/2/2017,Not_Canceled
67e699ee1b0fff266ff242bf,2,2,0,3,Meal Plan 1,0,Room_Type 6,26,Online,0,0,0,221.0,0,5/19/2018,Canceled
67e699ee1b0fff266ff23871,2,0,0,1,Meal Plan 1,1,Room_Type 1,55,Online,0,0,0,102.6,1,11/15/2018,Not_Canceled
67e699ef1b0fff266ff2a65d,2,0,2,0,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,149.0,1,9/18/2018,Not_Canceled
67e699ee1b0fff266ff21bd0,2,0,3,5,Meal Plan 1,1,Room_Type 1,122,Offline,0,0,0,81.26,2,8/21/2018,Not_Canceled
67e699ef1b0fff266ff289e3,1,0,1,2,Meal Plan 1,0,Room_Type 5,227,Corporate,0,0,0,106.0,0,10/10/2018,Canceled
67e699ee1b0fff266ff21abd,2,0,2,1,Not Selected,0,Room_Type 1,67,Online,0,0,0,95.4,2,12/5/2017,Not_Canceled
67e699ef1b0fff266ff29a96,2,0,2,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,111.75,2,10/3/2017,Not_Canceled
67e699ef1b0fff266ff294de,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,Offline,0,0,0,85.0,1,10/6/2018,Not_Canceled
67e699ef1b0fff266ff299fd,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Complementary,1,2,0,0.0,2,12/5/2017,Not_Canceled
67e699ee1b0fff266ff23195,2,0,1,2,Meal Plan 1,0,Room_Type 1,133,Offline,0,0,0,84.33,1,3/11/2018,Not_Canceled
67e699ef1b0fff266ff29ee0,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,Offline,0,0,0,120.0,0,10/14/2018,Not_Canceled
67e699ef1b0fff266ff26211,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,110.0,0,7/6/2018,Canceled
67e699ef1b0fff266ff26d8f,3,0,0,2,Meal Plan 1,0,Room_Type 4,204,Online,0,0,0,141.3,0,10/7/2018,Canceled
67e699ee1b0fff266ff2341b,1,0,0,3,Not Selected,0,Room_Type 1,21,Online,0,0,0,83.2,0,10/25/2018,Canceled
67e699ee1b0fff266ff21cad,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,91.0,1,2/5/2018,Canceled
67e699ee1b0fff266ff23651,2,0,1,1,Meal Plan 1,0,Room_Type 1,144,Online,0,0,0,81.08,0,7/25/2018,Not_Canceled
67e699ef1b0fff266ff251ab,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73.0,0,11/20/2017,Not_Canceled
67e699ee1b0fff266ff22835,2,0,1,2,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,101.7,1,6/20/2018,Canceled
67e699ef1b0fff266ff2a274,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109.0,0,9/18/2017,Not_Canceled
67e699ef1b0fff266ff2783d,2,2,2,0,Meal Plan 1,0,Room_Type 6,123,Online,0,0,0,201.6,0,9/25/2018,Canceled
67e699ef1b0fff266ff2897a,2,0,1,1,Meal Plan 1,0,Room_Type 4,45,Online,0,0,0,106.2,2,11/5/2018,Not_Canceled
67e699ee1b0fff266ff22ced,2,0,2,1,Meal Plan 1,0,Room_Type 1,75,Offline,0,0,0,80.75,0,6/25/2018,Not_Canceled
67e699ee1b0fff266ff22933,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,72.75,0,4/17/2018,Not_Canceled
67e699ef1b0fff266ff26735,2,0,2,3,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,131.72,2,7/16/2018,Not_Canceled
67e699ee1b0fff266ff24dbe,2,0,0,1,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,76.81,1,9/11/2017,Canceled
67e699ef1b0fff266ff26914,2,0,0,2,Not Selected,0,Room_Type 1,7,Online,0,0,0,153.5,2,9/15/2018,Not_Canceled
67e699ee1b0fff266ff2445d,1,0,4,15,Meal Plan 1,0,Room_Type 1,92,Online,0,0,0,63.75,1,12/1/2017,Canceled
67e699ee1b0fff266ff234a0,2,0,1,3,Meal Plan 1,0,Room_Type 1,113,Online,0,0,0,85.0,0,6/30/2018,Canceled
67e699ef1b0fff266ff25776,2,0,2,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,81.0,0,2/20/2018,Not_Canceled
67e699ee1b0fff266ff23a50,2,0,2,1,Not Selected,0,Room_Type 1,16,Online,0,0,0,129.0,2,8/21/2018,Not_Canceled
67e699ef1b0fff266ff2926a,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,10/2/2017,Canceled
67e699ef1b0fff266ff282d5,2,0,0,5,Meal Plan 1,0,Room_Type 4,162,Offline,0,0,0,62.0,1,3/8/2018,Not_Canceled
67e699ee1b0fff266ff21df1,2,0,0,1,Not Selected,0,Room_Type 1,8,Online,0,0,0,149.0,3,9/15/2018,Not_Canceled
67e699ee1b0fff266ff21b13,2,0,0,3,Meal Plan 1,0,Room_Type 4,27,Online,0,0,0,125.25,1,6/29/2018,Not_Canceled
67e699ef1b0fff266ff26ea8,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,2/28/2018,Canceled
67e699ef1b0fff266ff25904,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109.0,0,10/16/2017,Not_Canceled
67e699ef1b0fff266ff28b1b,2,0,2,2,Meal Plan 1,0,Room_Type 2,70,Online,0,0,0,77.86,1,12/23/2018,Not_Canceled
67e699ef1b0fff266ff27ef3,2,1,2,5,Meal Plan 1,0,Room_Type 1,260,Online,0,0,0,108.68,3,10/22/2018,Not_Canceled
67e699ef1b0fff266ff26f50,1,0,0,1,Not Selected,0,Room_Type 1,29,Online,0,0,0,72.1,0,3/4/2018,Not_Canceled
67e699ee1b0fff266ff22dfa,2,0,0,2,Not Selected,0,Room_Type 1,51,Online,0,0,0,79.2,1,12/9/2018,Not_Canceled
67e699ee1b0fff266ff22f7e,1,0,1,0,Meal Plan 1,0,Room_Type 1,111,Online,0,0,0,120.0,0,10/10/2018,Canceled
67e699ee1b0fff266ff24e95,3,0,0,3,Meal Plan 1,0,Room_Type 4,32,Online,0,0,0,140.7,0,4/13/2018,Canceled
67e699ee1b0fff266ff23afb,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89.0,0,11/4/2018,Canceled
67e699ef1b0fff266ff25056,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,0,0,0,121.0,0,9/30/2017,Not_Canceled
67e699ef1b0fff266ff2629c,2,2,2,2,Not Selected,0,Room_Type 6,8,Online,0,0,0,153.0,1,8/16/2017,Not_Canceled
67e699ee1b0fff266ff2492e,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,Offline,0,0,0,110.0,0,10/21/2018,Canceled
67e699ef1b0fff266ff25b2c,1,0,0,2,Meal Plan 1,0,Room_Type 1,85,Corporate,0,0,0,90.0,0,9/9/2017,Not_Canceled
67e699ef1b0fff266ff2869f,2,0,0,5,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,149.4,0,8/23/2018,Not_Canceled
67e699ee1b0fff266ff2287d,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109.0,0,9/18/2017,Not_Canceled
67e699ee1b0fff266ff249e6,1,0,1,0,Meal Plan 1,0,Room_Type 5,4,Online,0,0,0,0.0,2,4/18/2018,Not_Canceled
67e699ef1b0fff266ff27595,2,0,0,2,Meal Plan 1,0,Room_Type 4,79,Online,0,0,0,119.07,0,10/12/2018,Canceled
67e699ee1b0fff266ff23ff5,2,1,0,4,Meal Plan 1,0,Room_Type 1,106,Offline,0,0,0,84.58,1,7/13/2018,Not_Canceled
67e699ef1b0fff266ff276d1,1,0,1,2,Meal Plan 1,0,Room_Type 1,40,Offline,0,0,0,75.6,0,10/19/2017,Canceled
67e699ef1b0fff266ff25da0,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,120.0,0,10/10/2018,Canceled
67e699ee1b0fff266ff23b61,2,0,2,2,Meal Plan 1,0,Room_Type 1,79,Offline,0,0,0,70.0,0,1/10/2018,Not_Canceled
67e699ee1b0fff266ff23a87,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,Offline,0,0,0,73.0,0,8/12/2018,Not_Canceled
67e699ef1b0fff266ff29189,2,0,1,1,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,96.3,1,4/2/2018,Not_Canceled
67e699ef1b0fff266ff25cbd,2,0,2,2,Meal Plan 1,0,Room_Type 1,184,Online,0,0,0,90.95,1,8/27/2018,Not_Canceled
67e699ef1b0fff266ff27b86,2,0,1,0,Meal Plan 1,1,Room_Type 7,2,Complementary,0,0,0,0.0,1,6/6/2018,Not_Canceled
67e699ee1b0fff266ff2204e,1,0,0,3,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,81.0,0,1/27/2018,Not_Canceled
67e699ee1b0fff266ff23ccf,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,Offline,0,0,0,105.0,0,10/30/2018,Canceled
67e699ee1b0fff266ff21bd7,2,0,2,2,Meal Plan 1,0,Room_Type 4,121,Offline,0,0,0,90.95,0,6/4/2018,Not_Canceled
67e699ef1b0fff266ff253c2,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,0,0,0,109.0,0,8/14/2017,Not_Canceled
67e699ee1b0fff266ff22e3a,2,0,1,2,Meal Plan 1,0,Room_Type 1,229,Online,0,0,0,96.3,1,8/5/2018,Not_Canceled
67e699ee1b0fff266ff222ea,2,0,0,2,Not Selected,0,Room_Type 1,8,Online,0,0,0,139.0,1,3/25/2018,Not_Canceled
67e699ef1b0fff266ff27adc,2,2,1,2,Meal Plan 1,1,Room_Type 6,19,Online,0,0,0,194.67,0,1/1/2018,Not_Canceled
67e699ee1b0fff266ff24d64,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,48.0,0,10/16/2017,Not_Canceled
67e699ef1b0fff266ff27001,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,89.8,0,11/17/2018,Not_Canceled
67e699ee1b0fff266ff24d46,2,0,2,3,Meal Plan 1,0,Room_Type 1,127,Online,0,0,0,91.48,1,10/2/2018,Not_Canceled
67e699ee1b0fff266ff2471e,2,1,2,3,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,118.62,1,8/28/2018,Not_Canceled
67e699ee1b0fff266ff24b2d,2,0,2,3,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,87.0,0,3/6/2018,Not_Canceled
67e699ef1b0fff266ff26ead,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109.0,0,8/14/2017,Not_Canceled
67e699ee1b0fff266ff219a4,3,0,1,1,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,159.3,0,5/7/2018,Canceled
67e699ef1b0fff266ff25d92,1,0,0,1,Meal Plan 1,0,Room_Type 1,118,Online,0,0,0,90.9,0,4/16/2018,Canceled
67e699ef1b0fff266ff28ab1,2,0,0,2,Not Selected,0,Room_Type 1,129,Online,0,0,0,103.5,1,5/6/2018,Not_Canceled
67e699ef1b0fff266ff28a1d,2,0,1,2,Meal Plan 1,0,Room_Type 1,159,Offline,0,0,0,144.0,0,9/19/2018,Canceled
67e699ef1b0fff266ff25e35,2,0,1,1,Meal Plan 1,1,Room_Type 1,9,Online,0,0,0,165.0,3,8/13/2018,Not_Canceled
67e699ef1b0fff266ff29d64,1,0,0,2,Meal Plan 2,0,Room_Type 1,254,Offline,0,0,0,91.0,0,9/16/2018,Not_Canceled
67e699ee1b0fff266ff23ffd,1,0,1,1,Meal Plan 1,0,Room_Type 1,82,Offline,0,0,0,80.0,1,5/2/2018,Not_Canceled
67e699ee1b0fff266ff22836,2,0,0,2,Meal Plan 1,0,Room_Type 1,72,Online,0,0,0,175.5,2,11/9/2018,Not_Canceled
67e699ef1b0fff266ff27778,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,Offline,1,1,0,90.0,0,10/6/2017,Not_Canceled
67e699ef1b0fff266ff270d5,2,0,0,2,Meal Plan 1,0,Room_Type 1,28,Corporate,0,0,0,100.0,0,5/19/2018,Canceled
67e699ee1b0fff266ff24572,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,Offline,0,0,0,110.0,1,9/8/2018,Canceled
67e699ef1b0fff266ff28b8d,2,1,0,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,158.0,2,12/30/2018,Not_Canceled
67e699ef1b0fff266ff27be8,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120.0,0,6/12/2018,Canceled
67e699ee1b0fff266ff2392c,2,0,0,4,Meal Plan 1,0,Room_Type 4,101,Online,0,0,0,132.6,0,5/25/2018,Not_Canceled
67e699ee1b0fff266ff232c4,2,0,2,2,Meal Plan 1,0,Room_Type 1,250,Online,0,0,0,84.15,2,12/30/2018,Canceled
67e699ef1b0fff266ff255d7,2,0,2,2,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,85.5,0,10/16/2018,Not_Canceled
67e699ef1b0fff266ff29df3,2,0,0,4,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,66.49,1,10/26/2018,Not_Canceled
67e699ef1b0fff266ff259fb,2,0,1,2,Meal Plan 1,0,Room_Type 1,191,Offline,0,0,0,132.0,0,6/3/2018,Canceled
67e699ef1b0fff266ff28242,2,1,1,3,Meal Plan 1,0,Room_Type 1,194,Online,0,0,0,114.75,1,8/8/2018,Canceled
67e699ef1b0fff266ff25314,2,0,1,2,Meal Plan 1,0,Room_Type 4,94,Online,0,0,0,65.45,2,11/23/2017,Not_Canceled
67e699ee1b0fff266ff21f23,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Online,0,0,0,115.0,1,8/18/2018,Canceled
67e699ef1b0fff266ff2560d,2,1,2,1,Meal Plan 2,0,Room_Type 1,52,Offline,0,0,0,107.0,1,3/19/2018,Not_Canceled
67e699ef1b0fff266ff250af,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,Offline,0,0,0,75.0,0,11/13/2017,Not_Canceled
67e699ef1b0fff266ff28ae3,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,75.0,0,3/20/2018,Canceled
67e699ef1b0fff266ff25022,2,0,2,3,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,89.08,1,11/12/2018,Not_Canceled
67e699ef1b0fff266ff291dc,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,100.0,0,10/15/2017,Not_Canceled
67e699ef1b0fff266ff29476,2,1,1,4,Meal Plan 1,0,Room_Type 4,69,Online,0,0,0,108.53,2,4/27/2018,Not_Canceled
67e699ee1b0fff266ff22403,2,0,2,5,Not Selected,0,Room_Type 1,14,Online,0,0,0,81.0,1,2/7/2018,Not_Canceled
67e699ef1b0fff266ff25f1f,2,0,1,2,Meal Plan 1,0,Room_Type 1,145,Offline,0,0,0,80.75,0,9/19/2018,Not_Canceled
67e699ee1b0fff266ff24bfb,2,2,0,1,Not Selected,0,Room_Type 6,3,Online,0,0,0,153.0,0,8/11/2017,Not_Canceled
67e699ef1b0fff266ff297ba,1,0,5,11,Not Selected,0,Room_Type 1,31,Online,0,0,0,66.29,0,12/3/2018,Canceled
67e699ee1b0fff266ff21984,2,0,0,4,Meal Plan 1,0,Room_Type 1,127,Offline,0,0,0,61.5,2,3/23/2018,Not_Canceled
67e699ef1b0fff266ff26a7f,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,Corporate,0,0,0,79.0,0,12/13/2018,Not_Canceled
67e699ef1b0fff266ff27c04,3,0,2,2,Meal Plan 1,0,Room_Type 4,204,Online,0,0,0,137.0,0,10/18/2017,Canceled
67e699ee1b0fff266ff22839,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,Online,0,0,0,75.0,0,9/26/2018,Canceled
67e699ef1b0fff266ff262f2,2,0,0,3,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,85.0,0,10/25/2018,Not_Canceled
67e699ef1b0fff266ff2827c,2,0,1,2,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,72.25,1,8/5/2018,Not_Canceled
67e699ef1b0fff266ff29a07,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,98.0,2,12/7/2018,Not_Canceled
67e699ee1b0fff266ff234a4,3,0,1,3,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,136.0,2,5/19/2018,Not_Canceled
67e699ef1b0fff266ff29665,1,0,0,1,Not Selected,0,Room_Type 1,138,Online,0,0,0,79.2,1,11/12/2018,Canceled
67e699ee1b0fff266ff23c53,2,0,1,0,Not Selected,0,Room_Type 1,48,Online,0,0,0,79.2,1,11/6/2018,Not_Canceled
67e699ef1b0fff266ff25b2f,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61.0,0,2/28/2018,Canceled
67e699ee1b0fff266ff22b9b,2,0,1,4,Not Selected,0,Room_Type 4,56,Online,0,0,0,105.75,2,12/30/2017,Not_Canceled
67e699ef1b0fff266ff27988,2,0,2,4,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,115.37,1,8/28/2018,Canceled
67e699ef1b0fff266ff25cfa,1,0,1,0,Meal Plan 1,0,Room_Type 1,32,Corporate,0,0,0,95.0,0,10/10/2018,Not_Canceled
